Country,Region,Latitude,Longitude,extract_date,sex,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,North East,54.73141115,-1.791981336,2014-10-01,female,12613.5,14221.4,15111.9,15197.5,15109.9,14817.4,15324.4,14601.2,14705.7,14260.4,14000.3,13563.5,13211.1,13316.2,13694.4,14220.4,14710.0,15390.4,15398.9,17436.4,18549.2,18879.3,19260.9,19537.4,19404.6,17911.1,18473.8,18311.4,18000.2,17900.3,17274.4,17096.3,17049.4,17222.1,17438.6,16806.8,15215.7,14265.9,15315.6,15164.7,15869.7,16494.8,17724.4,19168.7,18535.6,18735.4,18781.2,19465.6,19658.0,20115.9,20132.5,20119.9,19738.9,19275.3,18622.6,18626.3,18701.6,17885.9,17202.1,16370.5,16190.4,16299.1,15752.7,15800.1,15856.4,16224.7,16886.1,18727.4,15130.0,13426.0,13550.9,12178.4,11288.8,10638.2,11295.3,11222.3,11213.1,10713.4,9861.1,9586.4,8760.3,8269.9,8050.2,7676.2,7202.5,6263.400000000001,5596.3,4858.1,4458.4,3918.9,3290.1,2780.1,2369.5,1998.0,1699.4,3022.2
England,North East,54.73141115,-1.791981336,2015-01-01,female,12417.2,14130.8,14999.2,15141.2,15299.0,14839.4,15257.9,14801.8,14743.9,14363.2,14017.7,13744.4,13317.7,13231.3,13606.5,14172.4,14578.3,15161.0,16396.1,17648.5,18625.0,18956.6,19288.9,19652.3,19736.8,17993.2,18396.0,18396.7,18203.6,17819.0,17466.0,17013.9,17150.3,17091.9,17551.4,17158.8,15621.0,14289.7,15132.2,15182.3,15575.3,16388.1,17302.5,18931.8,18826.5,18584.9,18762.6,19320.5,19504.6,20086.6,20222.8,20176.9,19694.9,19373.9,18848.1,18480.2,18830.1,18089.7,17408.4,16570.9,16164.4,16302.8,15913.3,15634.3,15761.9,16177.4,16705.0,18156.9,16357.7,13062.5,14101.2,12302.8,11560.1,10610.7,11057.4,11154.6,11187.0,10755.8,9979.2,9593.3,8887.6,8134.2,8059.3,7574.7,7285.2,6216.9,5717.8,4730.1,4543.3,3837.1,3348.6,2714.8,2325.9,1998.3,1637.7,3165.6
England,North East,54.73141115,-1.791981336,2015-04-01,female,12409.8,14111.3,14775.8,15319.0,15278.6,15007.4,14983.3,15140.6,14625.7,14422.5,14202.0,13976.9,13275.1,13146.9,13526.3,14166.2,14385.6,15046.6,16220.7,17278.3,18602.1,18985.4,19075.1,19696.1,19758.3,18022.7,18150.0,18747.2,18031.1,17973.9,17615.5,17181.0,17012.8,17090.1,17382.2,17359.6,16024.2,14477.3,14655.7,15399.2,15467.3,16153.0,16926.9,18572.4,18975.5,18401.3,18976.0,18984.0,19602.5,19948.3,20099.1,20189.5,19840.4,19588.9,18897.3,18501.7,18682.5,18397.1,17414.8,16817.6,16263.0,16269.1,15893.0,15648.3,15665.2,16219.2,16322.3,17592.3,17671.2,13359.8,13898.1,12563.6,11672.4,10793.7,10738.5,11126.7,10997.8,10951.2,10014.5,9491.2,8865.7,8247.7,7940.5999999999985,7488.3,7248.5,6225.900000000001,5664.1,4738.4,4395.7,3809.6,3293.3,2681.4,2284.7,1932.9,1517.4,3148.2
England,North East,54.73141115,-1.791981336,2015-07-01,female,12412.7,14069.2,14643.5,15175.4,15350.7,15116.5,14834.7,15351.2,14638.7,14676.8,14170.3,13985.2,13478.7,13112.7,13446.2,13972.7,14338.2,14895.3,15908.9,16943.4,18340.7,19142.5,18769.2,19581.1,19694.5,18056.1,18093.7,18618.3,18125.9,18099.7,17820.8,17163.9,17218.7,17087.7,17164.2,17374.3,16565.6,14856.2,14321.5,15410.9,15422.5,15868.4,16761.0,18113.9,19168.4,18417.4,18731.1,18974.3,19547.9,19781.1,20107.1,20064.3,20045.5,19646.3,19026.4,18565.6,18644.9,18553.0,17606.7,16931.5,16263.3,16218.7,16068.8,15606.4,15647.8,16089.3,16175.4,17096.8,18460.1,13930.3,13399.8,13083.2,11827.6,11062.6,10415.6,11089.0,10933.7,10881.8,10192.3,9367.2,9127.1,8274.7,7849.6,7587.2,7119.0,6485.4,5610.6,4869.1,4293.2,3803.4,3301.8,2748.4,2224.8,1915.9,1513.5,3269.2
England,North East,54.73141115,-1.791981336,2015-10-01,female,12462.2,13998.2,14399.0,15247.4,15287.6,15203.6,14870.7,15406.3,14692.8,14785.4,14328.7,14041.4,13593.3,13218.5,13370.6,13760.5,14390.9,14884.0,15700.4,17027.4,18222.5,18508.5,18981.9,19642.2,19590.0,18414.8,17930.5,18594.8,18373.3,18044.7,17969.0,17329.9,17199.2,17070.5,17231.2,17481.7,16840.3,15259.7,14289.8,15399.3,15203.3,15893.2,16486.9,17721.3,19175.8,18512.6,18709.4,18801.2,19450.1,19628.8,20118.9,20142.2,20084.3,19735.2,19246.7,18621.3,18605.0,18662.4,17825.5,17143.7,16338.9,16099.7,16229.3,15673.0,15699.8,15772.0,16096.0,16721.9,18522.7,14959.3,13208.3,13338.2,11979.6,11091.2,10400.3,11003.8,10901.3,10839.0,10348.3,9486.3,9135.1,8376.8,7817.9,7543.8,7121.2,6602.7,5618.7,4988.4,4237.5,3833.1,3336.3,2744.0,2267.0,1895.2,1541.4,3372.6
England,North East,54.73141115,-1.791981336,2016-01-01,female,12404.8,13810.7,14294.5,15142.3,15228.9,15384.1,14905.8,15334.5,14907.9,14828.6,14429.6,14065.9,13766.4,13324.9,13258.2,13689.7,14283.5,14786.5,16364.2,17722.7,18188.9,18587.7,19068.1,19546.3,19657.0,18782.5,17979.8,18490.8,18421.3,18262.3,17907.3,17492.1,17125.5,17197.4,17111.7,17574.3,17200.6,15632.6,14333.7,15190.1,15213.0,15613.4,16367.0,17336.0,18960.7,18801.6,18569.3,18755.1,19331.2,19466.8,20062.6,20256.0,20155.8,19687.8,19334.9,18851.0,18449.5,18799.2,18009.8,17348.9,16510.7,16080.5,16252.3,15830.9,15543.3,15657.4,16059.9,16554.6,17939.9,16173.4,12879.4,13886.4,12112.3,11333.7,10387.4,10787.1,10849.8,10812.8,10392.1,9605.5,9144.5,8470.7,7711.9,7570.4,7019.9,6692.1,5609.8,5068.3,4171.3,3916.6,3231.4,2821.8,2227.5,1841.3,1557.0,3439.1
England,North East,54.73141115,-1.791981336,2016-04-01,female,12605.7,13760.2,14252.6,14930.6,15434.7,15354.6,15081.2,15084.4,15246.3,14721.6,14476.2,14263.6,13999.7,13307.3,13153.6,13605.4,14249.1,14630.7,15956.1,17730.9,18074.0,18703.5,18961.7,19365.7,19674.0,18807.1,18062.7,18174.6,18664.5,18074.9,18101.2,17648.7,17207.9,17116.7,17164.6,17396.8,17415.9,16057.5,14530.7,14702.1,15434.2,15507.3,16140.8,16941.9,18626.4,18980.7,18372.1,18965.4,18963.0,19589.4,19909.0,20112.0,20207.1,19825.2,19581.9,18918.4,18461.6,18634.5,18354.1,17336.8,16748.7,16200.2,16203.4,15816.2,15554.1,15544.5,16102.0,16190.7,17423.7,17461.2,13166.1,13696.1,12368.5,11451.6,10566.1,10468.2,10829.6,10652.1,10579.6,9660.0,9078.7,8468.6,7831.0,7488.3,6949.2,6680.900000000001,5680.2,5078.3,4206.0,3855.3,3234.1,2828.8,2222.3,1822.0,1554.3,3462.8
England,North East,54.73141115,-1.791981336,2016-07-01,female,12716.4,13734.1,14263.5,14778.3,15301.0,15433.5,15218.2,14914.8,15478.0,14718.1,14761.7,14217.4,14054.1,13510.5,13125.8,13493.6,14027.8,14546.8,15389.3,17631.6,17840.7,18593.4,18985.0,19058.1,19665.4,18753.7,18241.0,18190.3,18557.6,18086.3,18253.2,17910.2,17194.3,17306.4,17134.7,17177.7,17423.2,16623.8,14894.3,14383.1,15469.6,15453.8,15884.0,16783.6,18166.0,19166.4,18361.0,18749.6,18971.2,19553.3,19768.8,20088.9,20079.1,20036.4,19649.4,18999.2,18528.8,18600.0,18506.3,17547.0,16882.0,16198.7,16133.0,15985.7,15497.5,15514.8,15969.8,16026.3,16945.5,18216.7,13748.0,13165.1,12860.9,11616.0,10824.6,10156.7,10802.0,10620.3,10501.5,9838.5,8998.0,8697.0,7862.3,7386.9,7060.9,6548.5,5930.5,5058.8,4291.5,3767.2,3279.9,2788.9,2298.3,1786.6,1541.0,3530.4
England,North East,54.73141115,-1.791981336,2016-10-01,female,12649.2,13799.2,14206.6,14521.4,15338.0,15357.2,15314.5,14959.2,15489.0,14760.4,14855.5,14400.6,14119.1,13638.0,13255.1,13392.2,13804.0,14465.2,14749.2,17108.6,18017.4,18243.4,18546.7,19240.3,19648.5,18639.4,18549.8,18002.0,18533.9,18277.7,18182.6,18093.5,17345.4,17208.4,17140.1,17306.7,17488.1,16876.9,15286.9,14330.4,15429.2,15234.1,15916.0,16492.9,17767.8,19215.0,18463.0,18716.7,18780.6,19425.9,19640.2,20129.0,20147.5,20085.0,19727.2,19223.8,18589.3,18554.8,18605.6,17780.1,17063.8,16312.9,16005.6,16126.2,15569.4,15563.0,15659.9,15924.8,16592.8,18274.3,14781.2,12995.1,13114.6,11761.4,10846.5,10143.5,10715.6,10599.4,10506.4,9967.5,9090.8,8719.4,7943.2,7359.9,7020.7,6558.8,6063.6,5081.7,4394.7,3703.2,3338.2,2807.4,2288.9,1816.5,1486.1,3661.2
England,North East,54.73141115,-1.791981336,2017-01-01,female,12723.7,13912.5,14041.1,14463.2,15264.6,15347.8,15514.2,15027.9,15423.1,14997.6,14895.3,14494.0,14129.6,13832.5,13363.7,13330.2,13787.5,14502.7,16139.6,17744.2,18434.1,18417.7,18863.9,19397.1,19524.4,18707.8,18818.0,18108.1,18455.9,18338.6,18403.8,17995.0,17567.2,17121.2,17303.1,17169.4,17597.6,17241.6,15666.2,14407.4,15210.5,15251.6,15638.8,16398.4,17373.5,18990.1,18806.4,18568.8,18766.2,19325.7,19465.9,20073.1,20258.1,20130.9,19708.7,19362.3,18829.6,18385.7,18753.5,17971.5,17279.3,16472.600000000002,15991.3,16149.9,15715.6,15407.5,15552.1,15895.7,16422.8,17741.2,15960.1,12671.8,13658.6,11869.6,11080.8,10106.7,10474.7,10549.0,10466.2,10023.3,9218.6,8717.8,8048.3,7268.4,7022.3,6487.2,6119.8,5060.7,4483.3,3630.8,3389.7,2742.8,2351.8,1793.5,1420.9,3684.5
England,North East,54.73141115,-1.791981336,2017-04-01,female,12856.7,13862.1,13972.7,14433.2,15057.8,15550.7,15475.5,15192.1,15154.3,15347.6,14796.0,14552.6,14322.1,14083.6,13342.0,13254.5,13694.6,14490.0,15595.9,17480.2,18438.1,18301.0,18866.2,19272.3,19289.6,18807.8,18870.5,18243.0,18159.7,18689.3,18197.8,18234.7,17700.5,17246.0,17218.1,17239.1,17443.9,17480.6,16100.5,14589.2,14749.5,15470.7,15571.4,16156.7,16971.8,18649.1,18981.8,18382.2,19004.5,18938.9,19577.4,19953.0,20123.9,20168.3,19842.7,19607.0,18896.6,18418.9,18608.8,18325.6,17283.6,16707.7,16140.1,16080.5,15714.7,15449.5,15445.7,15950.8,16042.4,17220.0,17253.3,12960.8,13472.6,12120.1,11186.9,10285.9,10164.2,10538.1,10314.8,10172.5,9265.4,8666.8,8040.4,7354.7,6945.9,6386.4,6107.2,5128.5,4491.7,3635.6,3311.1,2720.7,2330.2,1781.9,1416.6,3609.8
England,North East,54.73141115,-1.791981336,2017-05-01,female,12519.8,13941.6,13877.2,14447.1,15045.9,15463.1,15504.6,15183.2,15209.2,15351.7,14737.9,14708.1,14243.5,14147.8,13334.9,13337.3,13625.9,14425.1,15356.4,17368.2,18512.0,18301.1,18706.7,19262.0,19259.4,18803.2,18828.8,18279.4,18159.2,18632.6,18185.6,18260.5,17748.4,17236.1,17301.7,17218.4,17394.9,17437.7,16349.2,14718.5,14611.8,15422.5,15652.2,15990.3,16870.0,18536.5,19040.2,18330.6,18942.0,18965.9,19579.2,19850.6,20162.7,20085.0,19939.8,19614.2,18921.4,18461.4,18488.1,18442.8,17358.2,16725.5,16194.0,16000.6,15798.5,15448.4,15411.2,15942.8,15969.7,17071.8,17625.2,13112.4,13299.0,12296.1,11255.1,10405.7,9991.8,10510.9,10295.6,10239.3,9249.9,8686.7,8094.7,7383.4,6933.2,6385.8,6081.1,5211.7,4474.3,3699.8,3307.6,2724.1,2343.5,1784.8,1428.4,3632.9
England,North East,54.73141115,-1.791981336,2017-06-01,female,12661.5,13891.6,13892.8,14482.7,14940.4,15470.3,15550.4,15233.4,15064.5,15487.3,14761.9,14828.8,14225.7,14081.6,13468.4,13280.2,13634.7,14308.6,15281.4,17250.5,18479.0,18281.6,18722.6,19244.0,19264.4,18756.2,18830.1,18334.8,18182.0,18560.4,18254.7,18263.9,17935.0,17232.4,17261.9,17276.7,17270.3,17546.8,16511.0,14819.1,14562.4,15468.3,15479.3,15963.3,16876.0,18327.8,19096.2,18399.8,18830.8,18906.5,19598.7,19809.6,20114.7,20091.6,19940.7,19685.7,18970.9,18444.7,18520.2,18467.0,17411.2,16826.2,16082.5,16040.5,15919.9,15368.8,15409.8,15976.7,15922.3,16872.2,17855.0,13326.0,13124.6,12453.9,11342.2,10463.0,9911.3,10486.1,10306.2,10197.9,9362.5,8653.6,8163.6,7353.1,6916.2,6417.7,6039.9,5250.7,4471.8,3725.1,3254.6,2767.0,2333.7,1825.3,1420.4,3667.0
England,North East,54.73141115,-1.791981336,2017-07-01,female,12671.2,13977.2,13919.8,14416.0,14921.3,15408.7,15568.1,15317.7,14977.1,15564.8,14805.0,14833.8,14284.4,14134.8,13552.5,13211.3,13579.9,14267.9,15052.0,17212.7,18410.3,18205.5,18645.7,19227.1,19147.3,18701.9,18761.0,18408.5,18105.7,18568.3,18230.7,18341.7,17955.3,17252.5,17390.2,17190.8,17262.5,17490.0,16686.2,14936.4,14422.1,15465.9,15523.7,15915.4,16780.899999999998,18184.0,19162.6,18368.9,18768.8,18952.5,19520.5,19760.0,20097.2,20030.2,20064.5,19657.5,19017.4,18495.8,18568.5,18465.1,17488.0,16828.8,16158.3,16050.5,15903.7,15380.9,15415.3,15842.4,15881.6,16770.0,18009.4,13585.3,12947.4,12623.1,11376.9,10545.8,9889.4,10476.8,10290.1,10117.6,9444.8,8612.6,8256.0,7396.7,6835.9,6483.4,6000.8,5341.2,4468.1,3745.1,3231.3,2769.5,2303.8,1868.0,1419.4,3694.9
England,North East,54.73141115,-1.791981336,2017-08-01,female,12529.3,13976.6,13925.3,14415.3,14899.1,15402.1,15542.6,15364.1,14981.4,15567.3,14807.4,14872.3,14372.6,14046.1,13710.2,13153.0,13559.5,14210.6,14862.4,17060.5,18289.1,18192.3,18501.1,19105.8,19179.5,18569.3,18735.2,18485.1,18088.0,18571.4,18299.2,18232.0,18060.9,17275.2,17368.0,17178.399999999998,17283.9,17513.4,16884.9,14991.4,14404.8,15424.7,15411.5,15937.9,16744.6,17973.0,19173.4,18423.2,18815.2,18847.9,19478.2,19731.6,20020.8,20110.8,20057.9,19723.6,19056.2,18520.8,18640.4,18423.2,17528.0,16933.7,16165.9,16025.7,15979.9,15332.1,15498.4,15771.3,15745.0,16634.6,18238.4,13765.2,12871.4,12710.8,11519.4,10535.6,9848.8,10482.1,10235.0,10105.3,9545.9,8585.7,8294.3,7449.7,6767.6,6497.2,6018.2,5378.4,4449.1,3805.0,3193.9,2755.2,2344.5,1856.3,1451.4,3717.7
England,North East,54.73141115,-1.791981336,2017-09-01,female,12418.7,14042.6,13939.6,14373.6,14758.4,15451.4,15549.3,15371.5,14988.3,15603.6,14841.4,14846.4,14466.6,14083.0,13649.5,13239.4,13542.3,14131.4,14804.1,16882.1,18234.3,18130.9,18417.8,18909.7,19197.3,18602.1,18705.1,18639.3,18000.9,18579.8,18369.1,18242.9,18054.7,17296.1,17369.6,17181.5,17320.5,17569.9,16892.9,15193.5,14411.3,15435.5,15310.1,15970.2,16599.5,17910.8,19191.5,18419.3,18766.4,18837.3,19470.9,19659.9,20074.6,20120.2,20084.0,19747.3,19189.1,18402.7,18698.1,18456.0,17654.1,16968.4,16184.6,16035.3,16008.6,15334.3,15494.7,15676.6,15800.4,16483.5,18168.3,14199.8,12791.4,12832.1,11517.4,10529.4,9880.4,10413.3,10258.0,10072.2,9559.9,8654.9,8284.5,7435.1,6784.2,6482.4,6020.5,5410.1,4465.7,3821.3,3197.6,2755.2,2356.9,1821.7,1485.9,3727.8
England,North East,54.73141115,-1.791981336,2017-10-01,female,12388.7,14108.0,13985.4,14345.1,14691.3,15471.2,15464.6,15432.7,15050.1,15553.9,14865.4,14922.8,14444.9,14175.7,13669.8,13324.7,13548.3,14104.9,14858.0,17079.8,18191.6,18389.2,18584.1,18936.9,19367.2,18677.9,18651.7,18735.3,17986.2,18516.4,18428.5,18264.1,18076.0,17443.8,17306.9,17233.9,17372.1,17567.9,16953.8,15312.2,14394.5,15463.2,15298.5,15938.9,16507.5,17797.8,19190.2,18493.4,18730.4,18791.7,19400.4,19611.6,20145.4,20097.0,20091.7,19758.8,19235.5,18578.1,18540.4,18584.7,17742.2,17012.2,16254.6,15906.8,16048.1,15451.6,15476.8,15536.0,15795.9,16406.9,18080.7,14580.0,12800.2,12887.9,11525.0,10574.0,9874.3,10382.1,10272.7,10132.0,9550.7,8703.0,8292.7,7470.0,6816.2,6461.4,5991.8,5437.900000000001,4501.9,3800.0,3195.7,2774.7,2328.2,1845.5,1471.5,3767.6
England,North East,54.73141115,-1.791981336,2017-11-01,female,12367.3,14130.6,14032.1,14302.6,14574.3,15543.3,15468.0,15507.4,15040.6,15573.9,14905.5,14981.0,14443.9,14197.2,13722.5,13414.4,13508.7,14189.7,15914.2,17694.4,18217.4,18391.7,18758.3,19062.3,19437.0,18656.0,18641.9,18873.9,18001.2,18494.6,18422.6,18348.0,18057.4,17594.2,17226.3,17311.5,17339.6,17595.6,17091.1,15393.4,14474.4,15429.1,15244.7,15855.0,16459.0,17732.5,19188.2,18437.0,18774.5,18727.7,19424.2,19535.7,20169.2,20114.7,20136.2,19723.4,19245.6,18633.6,18556.5,18610.9,17878.8,17069.5,16289.1,15880.5,16079.3,15585.5,15283.3,15544.2,15825.4,16258.5,17977.9,14955.1,12683.8,13058.4,11548.4,10693.9,9851.7,10285.7,10260.0,10094.6,9576.1,8772.0,8308.5,7515.1,6749.9,6448.4,5953.0,5473.8,4520.6,3826.2,3168.5,2779.6,2322.4,1878.4,1458.2,3764.7
England,North East,54.73141115,-1.791981336,2017-12-01,female,12438.5,14162.9,14043.8,14256.0,14559.8,15456.0,15478.9,15558.6,15094.4,15555.5,14995.8,15057.8,14450.7,14184.5,13791.1,13441.6,13513.3,14087.2,15936.5,17647.2,18237.3,18425.8,18744.2,19105.8,19425.1,18609.1,18614.9,18969.5,18068.1,18533.5,18453.5,18369.2,18087.5,17596.2,17253.2,17308.8,17300.5,17604.9,17239.1,15554.6,14436.2,15366.2,15308.3,15779.4,16392.0,17595.4,19104.9,18661.6,18730.7,18759.0,19321.1,19465.7,20089.2,20175.3,20151.9,19740.3,19302.8,18736.3,18486.4,18678.3,17909.0,17195.600000000002,16246.3,15897.9,16095.5,15633.6,15288.9,15442.2,15806.0,16268.2,17735.7,15346.1,12569.7,13266.8,11591.8,10752.2,9891.3,10174.9,10209.4,10171.3,9528.1,8791.3,8304.6,7579.4,6718.5,6487.2,5890.9,5522.9,4505.6,3858.4,3160.2000000000003,2794.0,2288.1,1884.8,1438.3,3763.4
England,North East,54.73141115,-1.791981336,2018-01-01,female,12210.3,14065.1,14131.3,14211.2,14590.2,15412.7,15456.1,15603.2,15135.6,15508.0,15100.4,14981.3,14557.6,14190.7,13859.9,13445.4,13453.5,14042.9,15758.1,17493.1,18229.2,18465.8,18556.3,19140.0,19397.4,18535.6,18589.6,18988.6,18042.7,18530.2,18455.7,18504.7,18044.3,17670.1,17220.8,17351.8,17229.7,17698.1,17310.1,15710.4,14446.0,15266.5,15335.7,15665.6,16408.2,17406.4,18978.3,18811.7,18588.9,18765.5,19297.2,19440.1,20078.2,20221.2,20135.2,19708.8,19366.7,18825.5,18372.4,18745.1,17956.2,17230.0,16412.8,15901.0,16061.6,15644.4,15295.2,15434.8,15748.5,16252.6,17509.0,15760.1,12489.1,13437.1,11634.7,10829.9,9840.8,10165.8,10196.4,10087.4,9618.9,8822.5,8289.1,7557.0,6760.8,6444.8,5927.6,5518.7,4494.7,3882.1,3135.7,2826.8,2231.4,1910.5,1433.5,3750.5
England,North East,54.73141115,-1.791981336,2018-02-01,female,12390.3,13981.3,14137.1,14188.0,14560.2,15309.3,15448.7,15653.5,15253.2,15372.7,15212.0,15010.9,14542.6,14274.1,13885.9,13426.2,13410.6,14090.1,15681.5,17343.3,18189.5,18507.8,18499.1,19104.5,19390.6,18504.4,18618.3,18961.3,18135.0,18413.8,18575.4,18463.9,18057.7,17763.7,17343.4,17302.9,17264.4,17602.9,17416.3,15850.9,14498.3,15164.3,15313.8,15654.7,16432.4,17237.2,18852.2,18918.1,18483.7,18874.6,19207.5,19387.3,20036.3,20262.8,20115.9,19778.2,19449.4,18913.9,18281.0,18720.8,18081.8,17226.7,16428.2,16103.0,15938.9,15713.8,15248.9,15398.9,15783.4,16063.1,17299.7,16310.6,12466.6,13434.3,11681.2,10911.7,9826.3,10113.9,10142.6,9987.8,9667.3,8884.5,8209.8,7547.8,6808.9,6409.1,5853.5,5502.4,4509.1,3875.0,3106.3,2764.7,2220.3,1880.8,1406.6,3660.8
England,North East,54.73141115,-1.791981336,2018-03-01,female,12279.9,14024.8,14100.3,14176.0,14584.0,15193.6,15575.2,15612.9,15262.0,15369.3,15292.5,14950.3,14577.2,14321.9,13974.6,13369.5,13424.0,14015.3,15541.2,17290.1,18133.6,18552.4,18502.3,19045.4,19383.2,18392.5,18593.9,19047.4,18112.7,18293.0,18726.9,18375.0,18229.5,17736.0,17303.0,17363.5,17272.6,17551.8,17432.5,15995.6,14585.0,14943.7,15477.8,15623.3,16359.6,17053.0,18798.5,18933.0,18398.1,18924.4,19051.4,19569.0,19988.9,20130.6,20188.1,19711.6,19661.0,18843.4,18294.8,18696.3,18122.4,17221.0,16592.7,16004.2,15983.1,15681.6,15353.7,15302.4,15790.2,15950.1,17183.1,16671.1,12550.9,13426.5,11762.9,10938.2,9860.7,9974.9,10197.1,9915.4,9712.7,8874.7,8226.8,7512.7,6850.6,6361.1,5811.1,5479.8,4555.7,3852.0,3094.0,2778.7,2203.6,1871.1,1390.7,3626.4
England,North East,54.73141115,-1.791981336,2018-04-01,female,12325.5,13940.0,14074.2,14143.6,14560.5,15194.0,15644.4,15600.3,15313.7,15263.9,15420.1,14887.3,14603.6,14363.5,14117.0,13408.7,13353.7,13916.5,15430.5,17161.5,18140.8,18617.8,18340.4,19083.9,19404.8,18406.4,18635.2,19006.3,18148.6,18249.7,18832.8,18295.0,18295.7,17801.8,17358.5,17273.5,17289.7,17541.0,17495.4,16187.5,14632.3,14810.5,15537.5,15613.1,16169.9,16991.600000000002,18627.4,18989.3,18386.7,19007.4,18954.7,19537.1,19932.6,20119.4,20160.0,19844.1,19594.1,18897.3,18369.9,18618.7,18279.6,17223.9,16661.6,16071.8,16003.0,15655.4,15327.2,15307.8,15811.0,15868.1,16994.4,17034.3,12757.9,13249.9,11888.6,10924.1,10025.4,9848.5,10190.4,9920.8,9759.0,8842.3,8228.2,7554.5,6824.2,6377.0,5800.7,5488.5,4554.6,3883.1,3107.3,2756.2,2215.7,1876.1,1396.0,3625.2
England,North East,54.73141115,-1.791981336,2018-05-01,female,12297.9,13900.4,14133.6,14074.6,14583.6,15169.9,15562.6,15628.1,15303.4,15326.8,15430.3,14844.4,14759.6,14292.7,14176.4,13387.3,13431.6,13852.2,15256.8,16965.0,18078.6,18729.9,18316.4,18940.9,19415.3,18377.3,18621.7,18988.8,18215.3,18248.4,18785.5,18291.6,18335.8,17865.1,17358.8,17355.7,17286.5,17488.1,17454.6,16426.2,14762.5,14673.3,15500.2,15686.8,15991.9,16887.4,18523.1,19049.6,18357.2,18926.3,18997.1,19563.3,19811.9,20159.0,20079.7,19930.1,19598.6,18921.4,18414.4,18501.3,18408.9,17290.1,16695.3,16121.5,15928.0,15731.2,15305.9,15277.5,15807.4,15803.2,16848.1,17383.4,12908.8,13062.2,12054.3,10993.3,10169.2,9695.2,10146.7,9908.7,9812.0,8822.2,8236.2,7604.8,6848.3,6370.3,5794.0,5464.6,4619.7,3848.9,3159.2000000000003,2770.5,2197.6,1886.5,1403.2,3645.1
England,North East,54.73141115,-1.791981336,2018-06-01,female,12221.3,13903.4,14068.2,14090.6,14629.5,15078.1,15575.5,15685.6,15349.0,15198.5,15564.7,14885.2,14869.5,14276.8,14117.1,13518.3,13367.3,13826.1,15017.4,16965.8,17975.6,18759.8,18245.7,18865.4,19385.2,18241.2,18632.6,18936.0,18233.5,18277.7,18664.3,18331.0,18350.9,18040.1,17350.5,17296.7,17343.1,17355.5,17576.9,16572.6,14872.2,14603.3,15543.7,15502.6,15978.2,16878.8,18325.2,19082.4,18425.5,18822.7,18925.9,19595.2,19769.1,20114.8,20085.7,19935.9,19669.4,18971.3,18417.7,18519.7,18429.4,17353.7,16789.2,16018.7,15948.1,15859.3,15226.8,15283.9,15833.9,15764.7,16656.9,17600.3,13105.0,12918.1,12216.6,11075.8,10238.0,9588.3,10125.9,9916.0,9773.6,8942.6,8202.1,7671.1,6829.5,6379.6,5832.5,5432.5,4674.0,3867.7,3179.8,2731.1,2258.5,1864.2,1434.0,3661.9
England,North East,54.73141115,-1.791981336,2018-07-01,female,12183.5,13856.7,14163.0,14079.2,14559.6,15044.1,15504.7,15721.6,15409.4,15134.8,15633.6,14929.7,14879.6,14356.4,14153.4,13597.9,13288.1,13767.3,14881.2,16755.7,17946.6,18701.3,18175.0,18851.9,19369.3,18124.8,18634.4,18885.6,18306.6,18226.4,18693.9,18316.0,18418.4,18063.9,17387.399999999998,17442.3,17273.1,17329.0,17530.2,16762.4,14971.3,14462.4,15548.5,15548.1,15948.4,16773.8,18192.3,19165.8,18405.0,18764.0,18983.7,19517.4,19736.5,20096.2,20030.2,20055.6,19655.3,19007.9,18469.8,18552.0,18437.1,17439.8,16774.9,16096.4,15970.3,15850.0,15241.8,15294.8,15693.8,15724.9,16549.2,17769.2,13356.1,12742.7,12386.5,11116.4,10313.7,9558.0,10137.6,9882.1,9693.4,9013.1,8164.1,7739.2,6894.8,6297.7,5904.1,5406.7,4757.4,3875.8,3185.6,2720.6,2272.8,1840.0,1472.1,3668.0
